timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-09T19:56:16,codecarbon,5b0e2859-ada2-4cc4-8560-78d7f4a495fb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.28431999999999924,1.7249376376350348e-06,6.066888145874506e-06,22.5,9.273555910632025,5.8999457359313965,1.7693462500000032e-06,7.294450279915488e-07,4.634056656577576e-07,2.9621969436493094e-06,China,CHN,shanghai,,,Windows-10-10.0.19045-SP0,3.8.18,2.8.3,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,121.4581,31.2222,15.73318862915039,machine,N,1.0
